filename,width,height,class,xmin,ymin,xmax,ymax
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,168,440,195,459
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,189,437,210,459
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,287,611,318,651
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,666,534,716,574
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,379,641,406,671
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,314,298,343,350
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,174,439,207,463
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,2,663,532,718,585
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,2,7,679,99,720
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,897,204,930,229
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,83,438,122,466
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,360,648,399,682
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,644,164,682,190
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,781,636,808,674
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,967,198,980,220
valparaiso_frame3330_jpg.rf.D3nKqkiDV73a125vKL54.jpg,980,720,car,770,381,813,424
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,818,235,847,254
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,1206,250,1234,269
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,808,234,836,252
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,30,349,56,384
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,27,370,53,392
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,473,0,507,35
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,873,321,899,349
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,2,1100,259,1160,285
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,498,28,540,72
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,341,431,382,455
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,177,395,207,418
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,728,300,765,333
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,27,345,58,364
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,1220,219,1243,235
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,760,263,789,288
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,714,472,743,508
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,924,299,958,321
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,990,283,1022,306
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,170,347,208,365
traffic_frame6750_jpg.rf.DLG9FRVDYLJe4SvPnJ1f.jpg,1280,720,car,649,502,681,534
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,12,482,48,499
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,62,482,100,498
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,318,510,356,530
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,473,577,500,608
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,522,530,542,561
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,527,662,547,696
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,495,384,513,415
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,295,354,333,371
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,347,348,379,367
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,389,332,423,354
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,384,304,420,327
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,327,294,359,312
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,376,263,407,289
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,416,239,446,265
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,455,281,473,316
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,538,88,557,120
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,721,135,755,151
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,673,40,702,73
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,714,40,747,72
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,871,74,891,104
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,879,133,896,168
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,666,1,699,29
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,910,148,926,180
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,855,193,890,222
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,824,222,859,249
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,966,304,1007,332
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1065,307,1095,324
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1063,207,1101,226
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1099,234,1134,260
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1156,225,1192,255
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1111,451,1149,467
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1194,448,1230,464
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1111,477,1151,492
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1158,473,1193,489
brookhill_frame1080_jpg.rf.DJ6b5DQGtx55piTQh2Qi.jpg,1280,720,car,1099,498,1138,514
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,816,6,836,28
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,865,19,887,45
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,22,634,44,664
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,539,45,568,73
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,646,700,682,719
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,743,659,770,711
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,2,0,663,64,720
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,866,0,891,30
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,843,6,862,38
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,852,249,878,269
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,735,451,761,490
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,381,666,425,698
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,545,54,569,81
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,178,319,218,347
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,473,593,512,620
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,281,503,324,538
valparaiso_frame270_jpg.rf.Ew2EZoXVpPkioaAsdFqm.jpg,980,720,car,631,176,664,202
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,311,419,349,443
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,618,558,642,582
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,660,606,688,643
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,702,696,726,720
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,676,637,707,693
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,252,359,291,382
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,763,262,793,287
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,644,578,669,601
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,612,548,637,571
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,790,393,814,422
traffic_frame15300_jpg.rf.FgmaX3Cw0rRRyvGg3kEu.jpg,1280,720,car,597,502,632,529
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,621,559,651,588
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,576,231,615,251
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,653,492,696,531
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,656,595,680,628
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,1022,270,1070,304
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,699,674,725,703
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,529,63,561,104
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,4,368,46,394
traffic_frame8400_jpg.rf.Gx9XcaB3F7mx6jk2SJ5d.jpg,1280,720,car,947,291,968,318
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,548,585,567,605
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,605,431,615,457
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,714,576,733,594
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,704,577,728,595
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,450,116,460,150
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,558,584,577,602
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,699,578,717,595
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,807,662,822,711
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,472,588,493,603
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,409,240,425,254
swindon_frame1920_jpg.rf.GthOH7FxqtEvaZLUJTiw.jpg,980,720,car,207,408,218,446
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,477,300,501,321
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,75,337,106,358
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,528,259,564,284
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,301,342,336,365
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,429,407,450,427
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,762,262,789,283
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,536,252,575,277
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,641,573,666,598
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,842,235,881,257
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,661,501,696,530
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,677,605,712,645
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,404,440,432,459
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,95,375,121,395
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,807,353,849,392
traffic_frame14100_jpg.rf.HlvtohNii6phz5uAZn3d.jpg,1280,720,car,585,502,615,523
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,528,67,575,135
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,2,875,310,934,343
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,63,375,101,400
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,732,229,761,248
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,639,577,663,604
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,696,673,724,713
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,1255,241,1280,270
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,672,619,693,654
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,868,324,897,349
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,761,262,785,284
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,2,314,421,393,456
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,860,317,909,352
traffic_frame5100_jpg.rf.FdasXFl0pIQa8OzW13PZ.jpg,1280,720,car,745,234,778,250
